NAME,URL,Job,Person,Year
Société Tunisienne de Cultures,https://dfih.fr/issuers/3867,Administrateur,J.-p. Demole,1953
Société Tunisienne de Cultures,https://dfih.fr/issuers/3867,Administrateur,M. Belloy,1953
Société Tunisienne de Cultures,https://dfih.fr/issuers/3867,Administrateur,P. Tanti,1953
Société Tunisienne de Cultures,https://dfih.fr/issuers/3867,Administrateur,Pierre Saint-Girons,1953
Société Tunisienne de Cultures,https://dfih.fr/issuers/3867,Directeur Général Adjoint,P. Dumoulin,1953
Société Tunisienne de Cultures,https://dfih.fr/issuers/3867,Commissaire des comptes,M. Guillemot,1953
Société Tunisienne de Cultures,https://dfih.fr/issuers/3867,Commissaire des comptes,P. Armand,1953
Société Anonyme du Domaine de Potinville,https://dfih.fr/issuers/3876,Administrateur Délégué,Consortium du Nord,1940
Société Anonyme du Domaine de Potinville,https://dfih.fr/issuers/3876,Président,Jean York,1940
Société Anonyme du Domaine de Potinville,https://dfih.fr/issuers/3876,Administrateur,B.-M. Moline,1940
Société Anonyme du Domaine de Potinville,https://dfih.fr/issuers/3876,Administrateur,Jacques Fastout,1940
Société Anonyme du Domaine de Potinville,https://dfih.fr/issuers/3876,Administrateur,Mme L. Fastout,1940
Société Anonyme du Domaine de Potinville,https://dfih.fr/issuers/3876,Administrateur,Charles de Fréville de Lorme,1948
Société Anonyme du Domaine de Potinville,https://dfih.fr/issuers/3876,Commissaire des comptes,J. Reiser,1948
Société Anonyme du Domaine de Potinville,https://dfih.fr/issuers/3876,Président,M. Cossé,1953
Société Anonyme du Domaine de Potinville,https://dfih.fr/issuers/3876,Administrateur,J. Comparat,1953
Société Anonyme du Domaine de Potinville,https://dfih.fr/issuers/3876,Administrateur,J. Petibon,1953
Société Anonyme du Domaine de Potinville,https://dfih.fr/issuers/3876,Administrateur,Le Ménestrel,1953
Société Anonyme du Domaine de Potinville,https://dfih.fr/issuers/3876,Administrateur,M. Belloy,1953
Société Anonyme du Domaine de Potinville,https://dfih.fr/issuers/3876,Administrateur,Ph. Deros,1953
Société Anonyme du Domaine de Potinville,https://dfih.fr/issuers/3876,Commissaire des comptes,J. Wismer,1953
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Administrateur,Ch. Bouillot,1923
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Administrateur,général Legrand-Girard,1923
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Administrateur,Georges-Etienne Zafiropoulo,1923
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Administrateur,Demetrius Zafiropoulo,1927
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Administrateur,E. Michenot,1927
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Administrateur,Edmond-Valéry Philippar,1927
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Administrateur,Jean-Marcel-Victor Trélat,1927
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Administrateur,Raoul Sautter,1927
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Administrateur,W. Gittens,1927
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Administrateur Délégué,E. Michenot,1933
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Président,Demetrius Zafiropoulo,1933
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Vice-Président,Raoul Sautter,1933
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Administrateur Directeur General,W. Gittens,1933
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Administrateur,C. Heuzey,1933
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Administrateur,C. Vairon,1933
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Administrateur,Claude-Ernest-Jean Carnot,1933
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Administrateur,E. Fitoussi,1933
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Administrateur,Edmond-Valéry Philippar,1933
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Administrateur,Edmund Davis,1933
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Administrateur,Georges-Etienne Zafiropoulo,1933
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Administrateur,Jean Brugère,1933
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Administrateur,P. Germain,1933
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Administrateur Délégué,E. Michenot,1940
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Administrateur,Jules Dumas (Vence),1940
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Vice-Président,E. Michenot,1945
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Administrateur Directeur General,W. Gittens,1945
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Vice-Président,E. Miohenot,1948
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Administrateur,P. Germain,1948
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Gérant,W. Gittens,1948
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Commissaire des comptes,Joseph d’Hérouville,1948
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Président,Demetrius Zafiropoulo,1953
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Vice-Président,E. Michenot,1953
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Administrateur,A. Haumant,1953
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Administrateur,Claude-Ernest-Jean Carnot,1953
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Administrateur,G. Bouboulis,1953
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Administrateur,Georges-Etienne Zafiropoulo,1953
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Administrateur,J. Desmars,1953
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Administrateur,Jean Brugère,1953
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Administrateur,Louis Renaudin,1953
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Commissaire des comptes,Comte,1953
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Commissaire des comptes,Joseph d’Hérouville,1953
Compagnie Tunisienne des Phosphates du Djebel Mdilla,https://dfih.fr/issuers/4079,Administrateur Directeur Général,W. Gittens,1953
Eaux du Sahel,https://dfih.fr/issuers/4636,Administrateur,Buhot,1912
Eaux du Sahel,https://dfih.fr/issuers/4636,Administrateur,P. Hackenberger,1912
Eaux du Sahel,https://dfih.fr/issuers/4636,Administrateur,Barthe,1917
Eaux du Sahel,https://dfih.fr/issuers/4636,Administrateur,Albert Galicier,1917
Eaux du Sahel,https://dfih.fr/issuers/4636,Administrateur,Bubot,1917
Eaux du Sahel,https://dfih.fr/issuers/4636,Administrateur,F. Raty,1917
Eaux du Sahel,https://dfih.fr/issuers/4636,Administrateur,P. Hackenberger,1917
Eaux du Sahel,https://dfih.fr/issuers/4636,Administrateur,Mougeot,1920
